date,qqq_equity,pure_garch_equity,garch_stop_equity,garch_forecast_vol,leverage,stop_triggered
2012-02-23,1.0982080370633431,1.1973312046981381,1.212423529400827,0.13412127892945624,2.0,False
2012-02-24,1.101998531842753,1.205382637707958,1.2205764504874874,0.13412127892945624,2.0,False
2012-02-27,1.103549510124369,1.2085603577463466,1.2237942255937182,0.11888536551183665,2.0,False
2012-02-28,1.1147482832122206,1.2328733807261207,1.2484137135147506,0.11888536551183665,2.0,False
2012-02-29,1.1097520094146605,1.221601809731774,1.2370000646987547,0.11888536551183665,2.0,False
2012-03-01,1.1185387035792005,1.2407282433612392,1.2563675864629045,0.11888536551183665,2.0,False
2012-03-02,1.1176770076380635,1.2385950289620034,1.2542074829587597,0.11888536551183665,2.0,False
2012-03-05,1.1061336305861873,1.212789412596637,1.2280765875563058,0.1157032073952049,2.0,False
2012-03-06,1.095278791750489,1.1887698716068398,1.2037542809571224,0.1157032073952049,2.0,False
2012-03-07,1.1037212540131551,1.206883783390332,1.2220965180671408,0.1157032073952049,2.0,False
2012-03-08,1.1156099791533576,1.2326681475193615,1.2482058933494424,0.1157032073952049,2.0,False
2012-03-09,1.1202618722241837,1.242728037388336,1.2583925878350346,0.1157032073952049,2.0,False
2012-03-12,1.120778592139145,1.2436525363436577,1.259328740072561,0.13778578940117786,2.0,False
2012-03-13,1.1416266482818354,1.2896978237391319,1.3059544269645775,0.13778578940117786,2.0,False
2012-03-14,1.1455891845997521,1.2984204903795045,1.3147870425620083,0.13778578940117786,2.0,False
2012-03-15,1.1488628850517706,1.3056095092497133,1.3220666788041333,0.13778578940117786,2.0,False
2012-03-16,1.1480519383879961,1.3035331862099304,1.3199641837733582,0.13778578940117786,2.0,False
2012-03-19,1.156163339748925,1.3217202774294512,1.3383805227440488,0.13760644185241552,2.0,False
2012-03-20,1.1582340888551388,1.3262187964596825,1.342935745474659,0.13760644185241552,2.0,False
2012-03-21,1.1584072465800976,1.3263785150535297,1.343097477316695,0.13760644185241552,2.0,False
2012-03-22,1.1559910005606977,1.3206084491112524,1.3372546798625227,0.13760644185241552,2.0,False
2012-03-23,1.1553000067343249,1.3187938383028137,1.3354171959380885,0.13760644185241552,2.0,False
2012-03-26,1.1754928614295446,1.3646592866801368,1.3818607769464069,0.11523508279796442,2.0,False
2012-03-27,1.177218634509583,1.368422584442186,1.3856715109663227,0.11523508279796442,2.0,False
2012-03-28,1.172559300195742,1.357346015694037,1.3744553223941158,0.11523508279796442,2.0,False
2012-03-29,1.1680718585955472,1.3467143737406662,1.3636896689058804,0.11523508279796442,2.0,False
2012-03-30,1.165828249414095,1.3413004046919277,1.3582074569361413,0.11523508279796442,2.0,False
2012-04-02,1.1779090330365143,1.368859080827365,1.3861135093756292,0.12879066922545704,2.0,False
2012-04-03,1.1775644290724898,1.3678137067401606,1.385054958378729,0.12879066922545704,2.0,False
2012-04-04,1.161513742301569,1.3302817291781563,1.3470498913408329,0.12879066922545704,2.0,False
2012-04-05,1.1687621082976183,1.346647286520661,1.3636217360534355,0.12879066922545704,2.0,False
2012-04-09,1.1599602339973276,1.3261237808988902,1.3428395322455107,0.12879066922545704,2.0,False
2012-04-10,1.1413206643690588,1.2832676214422627,1.2994431721564335,0.12879066922545704,2.0,False
2012-04-11,1.1468437037596508,1.2954583548780714,1.3117875694294956,0.12879066922545704,2.0,False
2012-04-12,1.1599602339973278,1.324859515456168,1.3415593307739795,0.12879066922545704,2.0,False
2012-04-13,1.1423561133345959,1.2844095086846012,1.3005994528539562,0.12879066922545704,2.0,False
2012-04-16,1.1295844102982338,1.2584056777888764,1.2742678444328046,0.1764843491663263,1.7848608190357476,False
2012-04-17,1.15253908233847,1.3038726486746528,1.3203079251524878,0.1764843491663263,1.7848608190357476,False
2012-04-18,1.1496047025679357,1.2977647446038594,1.3141230311301024,0.1764843491663263,1.7848608190357476,False
2012-04-19,1.1366608835806367,1.2715024592977984,1.287529710488356,0.1764843491663263,1.7848608190357476,False
2012-04-20,1.133554164621875,1.2651213844390006,1.281068202368199,0.1764843491663263,1.7848608190357476,False
2012-04-23,1.123199302904354,1.2446424962913027,1.2603311784362985,0.17948856891261047,1.7549864145017917,False
2012-04-24,1.1171585762372087,1.2327270517323177,1.2482655400482747,0.17948856891261047,1.7549864145017917,False
2012-04-25,1.1468437037596506,1.290047212756994,1.306308220020758,0.17948856891261047,1.7549864145017917,False
2012-04-26,1.1535748289537273,1.3031613871092513,1.319587698155925,0.17948856891261047,1.7549864145017917,False
2012-04-27,1.1604782933360316,1.3166722238531474,1.333268838600538,0.17948856891261047,1.7549864145017917,False
2012-04-30,1.1521935110128532,1.3007985810527045,1.3171951089983658,0.18940369046354885,1.6631143734795517,False
2012-05-01,1.1540922185805602,1.304209592679132,1.320649116326257,0.18940369046354885,1.6631143734795517,False
2012-05-02,1.1573710534902588,1.310217537926163,1.3267327915468394,0.18940369046354885,1.6631143734795517,False
2012-05-03,1.1451176330298916,1.2869922499643107,1.303214749511713,0.18940369046354885,1.6631143734795517,False
2012-05-04,1.116640740135795,1.2336118039587887,1.2491614445506,0.18940369046354885,1.6631143734795517,False
2012-05-07,1.117676189101332,1.2350835116303485,1.2506517030541764,0.2094660865465372,1.503823388279211,False
2012-05-08,1.1135339467646033,1.2280888400258794,1.2435688638193731,0.2094660865465372,1.503823388279211,False
2012-05-09,1.1100820285423758,1.2222532431146276,1.2376597093802852,0.2094660865465372,1.503823388279211,False
2012-05-10,1.1078387170106443,1.2184288456885424,1.233787105536861,0.2094660865465372,1.503823388279211,False
2012-05-11,1.1076660801726963,1.218033694075469,1.2333869730492995,0.2094660865465372,1.503823388279211,False
2012-05-14,1.097310920805455,1.1963085814706225,1.211388016037535,0.16895629801069834,1.864387440473241,False
2012-05-15,1.09368658898257,1.1887571464446482,1.2037413953946354,0.16895629801069834,1.864387440473241,False
2012-05-16,1.0862652140864217,1.173534592438154,1.188326961541555,0.16895629801069834,1.864387440473241,False
2012-05-17,1.0633111373456265,1.1271200315028513,1.141327346427576,0.16895629801069834,1.864387440473241,False
2012-05-18,1.0495041341685878,1.0996597079320407,1.113520886283906,0.16895629801069834,1.864387440473241,False
2012-05-21,1.0788442112524241,1.149305419383605,1.1637923804715946,0.19385916699484804,1.6248909189234853,False
2012-05-22,1.0776356045619282,1.147085054288171,1.1615440277392834,0.19385916699484804,1.6248909189234853,False
2012-05-23,1.0797073210297339,1.1505403129015794,1.1650428397861285,0.19385916699484804,1.6248909189234853,False
2012-05-24,1.0726306989224708,1.1381588258784425,1.152505284482367,0.19385916699484804,1.6248909189234853,False
2012-05-25,1.0712501995183283,1.1356516234090546,1.1499664787994197,0.19385916699484804,1.6248909189234853,False
2012-05-29,1.0848847146822795,1.1594293629594739,1.174043936059177,0.19022288481139177,1.6559521758505882,False
2012-05-30,1.075737492293663,1.1431053848866841,1.157514194721764,0.19022288481139177,1.6559521758505882,False
2012-05-31,1.0710774882679506,1.134771484335489,1.1490752455986575,0.19022288481139177,1.6559521758505882,False
2012-06-01,1.042600595373854,1.0846779327114062,1.0983502662262166,0.19022288481139177,1.6559521758505882,False
2012-06-04,1.0505396575465555,1.0961969939446419,1.1100145248883004,0.22092973081942519,1.4257927116991884,False
2012-06-05,1.054854387896372,1.102532923561502,1.1164303187120699,0.22092973081942519,1.4257927116991884,False
2012-06-06,1.0790165504406521,1.1384564501792582,1.1528066603287617,0.22092973081942519,1.4257927116991884,False
2012-06-07,1.0747021921529865,1.131879645950375,1.1461469556755524,0.22092973081942519,1.4257927116991884,False
2012-06-08,1.0850571282829373,1.1473430663051918,1.1618052919902082,0.22092973081942519,1.4257927116991884,False
2012-06-11,1.0667630555678547,1.1175244920063265,1.1316108554372533,0.20568652965151302,1.5314566322534233,False
2012-06-12,1.0797073210297345,1.1381853129291928,1.1525321054016149,0.20568652965151302,1.5314566322534233,False
2012-06-13,1.072285797308726,1.1260959744833328,1.1402903811993745,0.20568652965151302,1.5314566322534233,False
2012-06-14,1.0762551795702164,1.1323730987729255,1.146646628456452,0.20568652965151302,1.5314566322534233,False
2012-06-15,1.0896270932681682,1.1538119259829578,1.1683556914544009,0.20568652965151302,1.5314566322534233,False
2012-06-18,1.0998329813005285,1.1710025937516098,1.1857630470858618,0.1958956061559049,1.6079993123955267,False
2012-06-19,1.1112498572211498,1.1904217428691861,1.2054269740082615,0.1958956061559049,1.6079993123955267,False
2012-06-20,1.1121148273092132,1.191782462272644,1.2068048452398734,0.1958956061559049,1.6079993123955267,False
2012-06-21,1.0844376448019384,1.1439600190311412,1.158379601504535,0.1958956061559049,1.6079993123955267,False
2012-06-22,1.0958542974852692,1.163201415652089,1.1778635353653015,0.1958956061559049,1.6079993123955267,False
2012-06-25,1.0747504114077233,1.1290622125004148,1.1432940085596255,0.20779986197612846,1.515881661346755,False
2012-06-26,1.0814966423251207,1.1397014778650436,1.1540673815519942,0.20779986197612846,1.515881661346755,False
2012-06-27,1.0880701619921398,1.1500974513730868,1.1645943960010638,0.20779986197612846,1.515881661346755,False
2012-06-28,1.0759611016462634,1.1305891904680416,1.144840234039729,0.20779986197612846,1.515881661346755,False
2012-06-29,1.1098659348452202,1.184490187700819,1.1994206517610426,0.20779986197612846,1.515881661346755,False
2012-07-02,1.1131523598227941,1.1886991987085271,1.2036827172290008,0.24729510686735057,1.2737817742951398,False
2012-07-03,1.1224938730665324,1.2013476914118217,1.2164906438116838,0.24729510686735057,1.2737817742951398,False
2012-07-05,1.123185759842067,1.2022321819063857,1.2173862832829787,0.24729510686735057,1.2737817742951398,False
2012-07-06,1.1091740480696857,1.1830694634624237,1.1979820193353101,0.24729510686735057,1.2737817742951398,False
2012-07-09,1.1070982389182218,1.1795594181801827,1.1944277300352795,0.2145763710649157,1.468008795361271,False
2012-07-10,1.0962001664606063,1.1624152499130957,1.1770674600302362,0.2145763710649157,1.468008795361271,False
2012-07-11,1.0901457479063132,1.1528932948956334,1.1674254810491753,0.2145763710649157,1.468008795361271,False
2012-07-12,1.0799397854615227,1.1369521291861875,1.1512833774137134,0.2145763710649157,1.468008795361271,False
2012-07-13,1.0963731753607049,1.1622550484891787,1.1769052392720714,0.2145763710649157,1.468008795361271,False
2012-07-16,1.093259461633509,1.1566985227324575,1.1712786736712284,0.1956498329904997,1.6100192634219916,False
2012-07-17,1.098968234449755,1.166297099343558,1.1809982400588668,0.1956498329904997,1.6100192634219916,False
2012-07-18,1.1138447674853396,1.19158895850796,1.206608902365913,0.1956498329904997,1.6100192634219916,False
2012-07-19,1.126126464669164,1.212613095869515,1.2278980483620126,0.1956498329904997,1.6100192634219916,False
2012-07-20,1.1112498572211496,1.1866898916287811,1.2016480828924725,0.1956498329904997,1.6100192634219916,False
2012-07-23,1.0977571721490644,1.1621067193261152,1.17675504042426,0.18624885607853264,1.691285555424721,False
2012-07-24,1.089107768918151,1.1464771375261418,1.1609284482043067,0.18624885607853264,1.691285555424721,False
2012-07-25,1.0818423624755973,1.1334004641253173,1.1476869437189654,0.18624885607853264,1.691285555424721,False
2012-07-26,1.0962001664606063,1.158700977823163,1.1733063696495953,0.18624885607853264,1.691285555424721,False
2012-07-27,1.1221477064414749,1.20494476741572,1.2201330608530645,0.18624885607853264,1.691285555424721,False
2012-07-30,1.1212832572404225,1.2032795419335411,1.2184468452525443,0.20817189057914093,1.5131725956067354,False
2012-07-31,1.1209368673780744,1.202606798759372,1.2177656221704047,0.20817189057914093,1.5131725956067354,False
2012-08-01,1.11765029357564,1.197161103735186,1.2122512843202284,0.20817189057914093,1.5131725956067354,False
2012-08-02,1.113671609760381,1.1906026629523214,1.2056101745837362,0.20817189057914093,1.5131725956067354,False
2012-08-03,1.1347757190752175,1.2246336905654494,1.2400701623013768,0.20817189057914093,1.5131725956067354,False
2012-08-06,1.14342467583155,1.2400019788235954,1.2556321673820747,0.18778193355204442,1.6774776680670223,False
2012-08-07,1.1529389747380967,1.257160024252283,1.2730064894699333,0.18778193355204442,1.6774776680670223,False
2012-08-08,1.1524200224502308,1.2560587119860946,1.271891295194945,0.18778193355204442,1.6774776680670223,False
2012-08-09,1.1558798283900542,1.262232442346968,1.2781428452458654,0.18778193355204442,1.6774776680670223,False
2012-08-10,1.1565719384028792,1.2633475625229982,1.2792720214789943,0.18778193355204442,1.6774776680670223,False
2012-08-13,1.1593390390304366,1.2688818673173707,1.2848760860229103,0.15200078821986096,2.0,False
2012-08-14,1.1598582889680231,1.2697919062054441,1.2857975959244652,0.15200078821986096,2.0,False
2012-08-15,1.1627986961453995,1.2760033669911541,1.2920873519911202,0.15200078821986096,2.0,False
2012-08-16,1.1766379199046932,1.306148601635165,1.3226125664332866,0.15200078821986096,2.0,False
2012-08-17,1.181827517195783,1.3174369769880376,1.3340432314262545,0.15200078821986096,2.0,False
2012-08-20,1.1835573829594799,1.3210584407425183,1.337710343625098,0.13228545237516004,2.0,False
2012-08-21,1.1788869611935464,1.310396511327692,1.3269140209028443,0.13228545237516004,2.0,False
2012-08-22,1.1837303174471485,1.3209298159361367,1.3375800975068062,0.13228545237516004,2.0,False
2012-08-23,1.1740430840529334,1.2990738837541937,1.3154486719410146,0.13228545237516004,2.0,False
2012-08-24,1.1813083416706271,1.3149198621150573,1.3314943883941581,0.13228545237516004,2.0,False
2012-08-27,1.183211513984143,1.3189219150744047,1.3355468871136282,0.1249324323624721,2.0,False
2012-08-28,1.183211513984143,1.3186863933038557,1.335308396598072,0.1249324323624721,2.0,False
2012-08-29,1.183211513984143,1.3184509135907656,1.335069948670108,0.1249324323624721,2.0,False
2012-08-30,1.1712755369507954,1.2916149913342563,1.3078957604009849,0.1249324323624721,2.0,False
2012-08-31,1.1790595980314946,1.3085519714664917,1.325046230670816,0.1249324323624721,2.0,False
2012-09-04,1.1778488333805244,1.305630823292105,1.3220882615094045,0.12357412959765245,2.0,False
2012-09-05,1.1766379199046937,1.3027131097920888,1.319133770316333,0.12357412959765245,2.0,False
2012-09-06,1.2027586176105212,1.3603194739754036,1.3774662610298718,0.12357412959765245,2.0,False
2012-09-07,1.2010286774343943,1.356163436608379,1.3732578369337838,0.12357412959765245,2.0,False
2012-09-10,1.1856332665233742,1.3211532465139892,1.3378063444205361,0.15150936949201305,2.0,False
2012-09-11,1.1837303174471487,1.3166764072467114,1.3332730747256554,0.15150936949201305,2.0,False
2012-09-12,1.187189974562112,1.3241377166909725,1.340828433756529,0.15150936949201305,2.0,False
2012-09-13,1.2032771978362367,1.3597871782511692,1.3769272557336525,0.15150936949201305,2.0,False
2012-09-14,1.2140025590434742,1.3837851719156624,1.4012277434041287,0.15150936949201305,2.0,False
2012-09-17,1.2145212136816195,1.3847204481203956,1.4021748087379793,0.1536703229736846,2.0,False
2012-09-18,1.2155595647319322,1.386840901301167,1.4043219901688753,0.1536703229736846,2.0,False
2012-09-19,1.2178077874840536,1.3917232790851126,1.4092659101815268,0.1536703229736846,2.0,False
2012-09-20,1.2165974693076642,1.3887084289221763,1.4062130579207495,0.1536703229736846,2.0,False
2012-09-21,1.2169442312321632,1.3892520813239237,1.4067635630450688,0.1536703229736846,2.0,False
2012-09-24,1.2098318911584278,1.3727652396117698,1.3900689051768962,0.12367039275233652,2.0,False
2012-09-25,1.192830734417201,1.3339385493127607,1.350752805585935,0.12367039275233652,2.0,False
2012-09-26,1.183116191661121,1.3119728658183545,1.3285102452956068,0.12367039275233652,2.0,False
2012-09-27,1.1994230060166182,1.347904260160634,1.3648945538092585,0.12367039275233652,2.0,False
2012-09-28,1.1895349334734282,1.3254392517168485,1.3421463745932158,0.12367039275233652,2.0,False
2012-10-01,1.187800230901772,1.3213367815949713,1.3379921929558285,0.1572661872085197,2.0,False
2012-10-02,1.1912691151580737,1.3288185646951223,1.3455682837124237,0.1572661872085197,2.0,False
2012-10-03,1.1989025654801493,1.3456109633686562,1.3625723500785087,0.1572661872085197,2.0,False
2012-10-04,1.2030656432973201,1.354715693904838,1.3717918454759446,0.1572661872085197,2.0,False
2012-10-05,1.1966470503098732,1.340018428427307,1.3569093213983217,0.1572661872085197,2.0,False
2012-10-08,1.1857181711061755,1.3153025829785931,1.3318819334429481,0.1340171511219579,2.0,False
2012-10-09,1.1668093773056238,1.273117122744453,1.2891647267203779,0.1340171511219579,2.0,False
2012-10-10,1.160911299267076,1.2600188791412998,1.2759013801409402,0.1340171511219579,2.0,False
2012-10-11,1.1572677690372124,1.2518847153040205,1.2676646854071676,0.1340171511219579,2.0,False
2012-10-12,1.156747626150464,1.250535826062167,1.2662987934560002,0.1340171511219579,2.0,False
2012-10-15,1.1652479068713566,1.2686914698645648,1.2846832886157977,0.14466131336088636,2.0,False
2012-10-16,1.1817283998388237,1.3043519779409924,1.320793296350165,0.14466131336088636,2.0,False
2012-10-17,1.1810346527525355,1.3025875886423164,1.3190066669761504,0.14466131336088636,2.0,False
2012-10-18,1.1673296690172323,1.2721239626791851,1.2881590479016287,0.14466131336088636,2.0,False
2012-10-19,1.1393997818971682,1.211022342725288,1.2262872438210788,0.14466131336088636,2.0,False
2012-10-22,1.1452982319978666,1.2203307462339712,1.2357129794828583,0.2015017717289706,1.5632616889527398,False
2012-10-23,1.1343686830822977,1.2020029100496017,1.2171541214611667,0.2015017717289706,1.5632616889527398,False
2012-10-24,1.1303792094646667,1.1952735754152344,1.2103399637611878,0.2015017717289706,1.5632616889527398,False
2012-10-25,1.1303792094646667,1.1951533518772255,1.21021822480901,0.2015017717289706,1.5632616889527398,False
2012-10-26,1.1336749359960094,1.200480453371697,1.2156124742615098,0.2015017717289706,1.5632616889527398,False
2012-10-31,1.1267358280596633,1.185681073454064,1.2006265485942638,0.16211128350625134,1.9431096539794712,False
2012-11-01,1.1426958060782315,1.2181157711642805,1.233470084717407,0.16211128350625134,1.9431096539794712,False
2012-11-02,1.1305526648393462,1.1927578281554867,1.2077925055810494,0.16211128350625134,1.9431096539794712,False
2012-11-05,1.13801161801272,1.2071973768126858,1.222414064325382,0.16876600755338725,1.866489612254134,False
2012-11-06,1.1400936033958862,1.211132841693733,1.2263991356257788,0.16876600755338725,1.866489612254134,False
2012-11-07,1.11320467176119,1.1576303221506665,1.1722222183937625,0.16876600755338725,1.866489612254134,False
2012-11-08,1.0956835209580753,1.1234430461241562,1.1376040127560736,0.16876600755338725,1.866489612254134,False
2012-11-09,1.1003672625490055,1.1322328560388721,1.1465046179668505,0.16876600755338725,1.866489612254134,False
2012-11-12,1.1001940304116165,1.1316251120824432,1.1458892134156835,0.19394133906099018,1.624202460007454,False
2012-11-13,1.0925608033268313,1.1187468778837653,1.1328486494528092,0.19394133906099018,1.624202460007454,False
2012-11-14,1.0797231708773565,1.0972715162223667,1.1111025914878065,0.19394133906099018,1.624202460007454,False
2012-11-15,1.0760805335966546,1.0911366719575042,1.1048904176909964,0.19394133906099018,1.624202460007454,False
2012-11-16,1.0807644984248754,1.0987292002542801,1.1125786495841705,0.19394133906099018,1.624202460007454,False
2012-11-19,1.106439168024384,1.1473894155741833,1.1618522254903754,0.16769903404650413,1.8783650233348885,False
2012-11-20,1.1067863020110336,1.1478856235654202,1.162354688168782,0.16769903404650413,1.8783650233348885,False
2012-11-21,1.1090414451191588,1.1520988572558952,1.1666210295462993,0.16769903404650413,1.8783650233348885,False
2012-11-23,1.125868700011125,1.1847530145701473,1.1996867915553473,0.16769903404650413,1.8783650233348885,False
2012-11-26,1.1307255993270142,1.1931899015219902,1.20823002521966,0.18445434352173887,1.7077396714318938,False
2012-11-27,1.1269094322592026,1.1861620662154218,1.2011136042552657,0.18445434352173887,1.7077396714318938,False
2012-11-28,1.1366238261904225,1.2034740927024854,1.218643848328223,0.18445434352173887,1.7077396714318938,False
2012-11-29,1.14338992522667,1.2155563199842632,1.2308783717303664,0.18445434352173887,1.7077396714318938,False
2012-11-30,1.1414814696306135,1.2119378453343803,1.2272142863136963,0.18445434352173887,1.7077396714318938,False
2012-12-03,1.1392265497597787,1.2066852835102513,1.2218955161018967,0.1562533675953214,2.0,False
2012-12-04,1.1385322073740491,1.2049988889455554,1.2201878645831956,0.1562533675953214,2.0,False
2012-12-05,1.1258687000111252,1.1779781231615727,1.192826502839359,0.1562533675953214,2.0,False
2012-12-06,1.1331542722222496,1.1930133215235106,1.2080512194354809,0.1562533675953214,2.0,False
2012-12-07,1.1263889173103037,1.1785548117719504,1.1934104605927491,0.1562533675953214,2.0,False
2012-12-10,1.1296850159037972,1.1852418539200043,1.2001817927108656,0.14839916718907226,2.0,False
2012-12-11,1.1444305086498874,1.2159715277869274,1.2312988132151998,0.14839916718907226,2.0,False
2012-12-12,1.1420025054665237,1.2105948233684596,1.2258543355953024,0.14839916718907226,2.0,False
2012-12-13,1.1329811144972908,1.1912521566731853,1.2062678551538937,0.14839916718907226,2.0,False
2012-12-14,1.1222255418434124,1.1684219349420955,1.183149859147776,0.14839916718907226,2.0,False
2012-12-17,1.1371449364387631,1.1992803905485585,1.2143972846816986,0.1498139778020061,2.0,False
2012-12-18,1.154492408629908,1.2356569660697851,1.2512323858699956,0.1498139778020061,2.0,False
2012-12-19,1.149461458639898,1.2246670288860966,1.2401039208505775,0.1498139778020061,2.0,False
2012-12-20,1.149461458639898,1.224448338345224,1.2398824737218541,0.1498139778020061,2.0,False
2012-12-21,1.1373726384750222,1.1984747811094139,1.2135815205592122,0.1498139778020061,2.0,False
2012-12-24,1.1351046220164809,1.193504479192312,1.2085485681322856,0.1585524081673444,1.9867247911336214,False
2012-12-26,1.1251612610376895,1.172523102683756,1.1873027219884824,0.1585524081673444,1.9867247911336214,False
2012-12-27,1.1234169592625438,1.1687051831246869,1.183436677665398,0.1585524081673444,1.9867247911336214,False
2012-12-28,1.1126015590148248,1.146145819627329,1.1605929540531013,0.1585524081673444,1.9867247911336214,False
2012-12-31,1.1361511584341102,1.1944497110535666,1.209505714613416,0.15258889208410742,2.0,False
2013-01-02,1.1722609807632713,1.2701618186890804,1.286172171144103,0.15258889208410742,2.0,False
2013-01-03,1.1661554408694654,1.2567041215654826,1.272544840143143,0.15258889208410742,2.0,False
2013-01-04,1.162318140671491,1.2482091986456807,1.2639428389691982,0.15258889208410742,2.0,False
2013-01-07,1.1626667629067438,1.2482592569924795,1.2639935282999897,0.20509191669534743,1.53589670951252,False
2013-01-08,1.1603993417476437,1.2444009046922704,1.2600865415822495,0.20509191669534743,1.53589670951252,False
2013-01-09,1.1647599845668628,1.2514641509327713,1.2672388198343596,0.20509191669534743,1.53589670951252,False
2013-01-10,1.1717380102041774,1.2628597250986817,1.2787780348782583,0.20509191669534743,1.53589670951252,False
2013-01-11,1.1733083357176324,1.2653382936902808,1.2812878457542276,0.20509191669534743,1.53589670951252,False
2013-01-14,1.1680740909684526,1.254340705297448,1.2701516330823985,0.16912778482654253,1.8624970481524608,False
2013-01-15,1.1623181406714913,1.242635330270501,1.2582987121467002,0.16912778482654253,1.8624970481524608,False
2013-01-16,1.1670280010254042,1.2518222036735986,1.2676013858194792,0.16912778482654253,1.8624970481524608,False
2013-01-17,1.1726097518233844,1.2627807504183048,1.2786980647243529,0.16912778482654253,1.8624970481524608,False
2013-01-18,1.1699933363668809,1.2573384666383174,1.2731871811170081,0.16912778482654253,1.8624970481524608,False
2013-01-22,1.171912507352879,1.261117811509136,1.2770141645190283,0.14644440015367224,2.0,False
2013-01-23,1.179064360427024,1.2762851079105375,1.292372644246525,0.14644440015367224,2.0,False
2013-01-24,1.1628412600554454,1.2409356202313764,1.2565775773124057,0.14644440015367224,2.0,False
2013-01-25,1.1687722283881197,1.253372587914744,1.269171312608492,0.14644440015367224,2.0,False
2013-01-28,1.1713887182570533,1.2587605349029836,1.2746271745104232,0.14718949724909147,2.0,False
2013-01-29,1.1715630665808947,1.258910461551117,1.2747789909795573,0.14718949724909147,2.0,False
2013-01-30,1.1691209994482326,1.253437378918777,1.2692369203012297,0.14718949724909147,2.0,False
2013-01-31,1.1665045839917292,1.2476033309433576,1.2633293343222651,0.14718949724909147,2.0,False
2013-02-01,1.1802853195809249,1.2768581683999503,1.2929529281465921,0.14718949724909147,2.0,False
2013-02-04,1.159701427565267,1.2320939594823885,1.2476244676891124,0.13653787259238798,2.0,False
2013-02-05,1.1767961951436225,1.2681977056508371,1.284183300518645,0.13653787259238798,2.0,False
2013-02-06,1.1729594902450895,1.2597018398687738,1.2755803445976874,0.13653787259238798,2.0,False
2013-02-07,1.1740054313632775,1.2617234735979093,1.277627460960659,0.13653787259238798,2.0,False
2013-02-08,1.1860419395897577,1.2873698433650307,1.3035971024661699,0.13653787259238798,2.0,False
2013-02-11,1.1863912315368816,1.2878982223661297,1.3041321416690739,0.15621081143450874,2.0,False
2013-02-12,1.1815067252094067,1.277063396457121,1.2931607430974015,0.15621081143450874,2.0,False
2013-02-13,1.1856936150042254,1.2858863748421703,1.3020949348661073,0.15621081143450874,2.0,False
