index,strategy_equity,brent_equity,wti_equity,zscore_20,position,zscore_w10,zscore_w15,zscore_w20,zscore_w30,zscore_w40,zscore_w60,zscore_w90
2023-09-12,1.4257387467687919,1.8019181304294953,1.8656026528888912,-0.9347624165808035,0.0,-0.3656025962735719,-0.770413101313382,-0.9347624165808035,-0.9321281277647396,-1.1976021505831846,-1.4355309031235877,-1.730268751983905
2023-09-13,1.4257387467687919,1.7983949301038311,1.8588827935440402,-0.6128831436353884,0.0,0.17288257387656059,-0.4970026259474509,-0.6128831436353884,-0.6044002555699677,-0.8394834308149693,-1.1531974259948925,-1.4316691958606411
2023-09-14,1.4257387467687919,1.8340183336933502,1.8933222529272462,-0.22590559486078654,0.0,1.8093002034321632,-0.11984175303831139,-0.22590559486078654,-0.194331756290004,-0.40013295107717906,-0.8200950235693629,-1.0727004607183939
2023-09-15,1.4257387467687919,1.8385202588498712,1.9061318496227346,-0.879763592169538,0.0,-0.36464441866526615,-0.6716861459073106,-0.879763592169538,-0.9844196667237644,-1.2075342033893688,-1.4672319384232453,-1.749998575289599
2023-09-18,1.4257387467687919,1.8483069098286669,1.921041692751517,-1.17067216354873,0.0,-1.4849341786664116,-0.9804773150845265,-1.17067216354873,-1.363033008428274,-1.579736680447422,-1.774974630902104,-2.078426072777081
2023-09-19,1.4257387467687919,1.8465452349996134,1.9151616756374485,-0.7629096823150137,0.0,-0.3246610027004117,-0.48649417165150755,-0.7629096823150137,-0.9332393695208397,-1.103462047906884,-1.3842253741006927,-1.6910874437955745
2023-09-20,1.4257387467687919,1.830690908200346,1.8958421000477625,-0.5258201695163365,0.0,0.20088209643724014,-0.060479410319653,-0.5258201695163365,-0.7047745148768748,-0.8212868014622463,-1.1521095595170536,-1.4583817700372401
2023-09-21,1.4257387467687919,1.8261891323762678,1.882192340693323,0.28716394734650785,0.0,1.8642019022962621,2.2140647095169075,0.28716394734650785,0.1335081416030928,0.12319122853293518,-0.36093037049312565,-0.7020096902617099
2023-09-22,1.4257387467687919,1.825601807878288,1.8905922049279078,-0.43770303426339746,0.0,-0.23380417160108777,0.040368281618215096,-0.43770303426339746,-0.7416393121924059,-0.7890539269070682,-1.119604599249456,-1.4289360642972933
2023-09-25,1.4257387467687919,1.8259933575436078,1.883242383802928,0.4697480509616734,0.0,1.29193089974146,1.61092968280406,0.4697480509616734,0.031310173536194676,0.08987045123915342,-0.41162071918680404,-0.7705496661319055
