date,rv_w5,rv_w10,rv_w20,rv_w30,rv_w40,rv_w60,rv_w90,rv_w120,rv_w180,spy_price
2019-03-08,4.62695104905379,6.3156291063383065,8.282840920353484,9.744074577139,10.354430972893972,19.20243557726922,19.8585378945778,19.453529712232143,16.52061658864108,245.5262908935547
2019-03-11,14.213061576614255,10.2856110269536,9.606680190732748,10.269096285968304,10.843240078620022,19.405622089027975,19.76489815522949,19.571705836203627,16.607377593202266,249.08676147460938
2019-03-12,14.516568267926674,10.487811070077914,9.633820886351268,9.9090197274532,10.847095633598054,19.396258610586905,19.74336388558839,19.565853724165052,16.595134378503502,250.026123046875
2019-03-13,13.750021725797426,10.977313995131622,8.895529510553144,9.948105823878459,10.707550931400801,19.42769449835766,19.62561370498197,19.57378547601874,16.611362835271663,251.6810760498047
2019-03-14,10.461156425734798,10.911726569433316,8.890818264051267,9.098440892128437,10.462755076077695,18.997924077508735,19.553717433379642,19.573163032502176,16.52973254258352,251.52003479003906
2019-03-15,8.792259116915258,10.751662191862712,8.896925503810023,8.903402499739487,10.489233335353825,18.49515738355866,19.49369712461268,19.550333296215967,16.537285593503974,252.7626190185547
2019-03-18,4.266806761707301,10.532594614832348,8.225531294752011,8.917574744243934,10.399857426577139,18.488331905342186,19.47007858174634,19.557683868637348,16.509956145962747,253.6791534423828
2019-03-19,4.897292120806069,10.440703330971019,8.227750265881674,8.776856611188267,9.98305548651606,18.153990032298974,19.452405377454326,19.55214845568353,16.497821463384753,253.74203491210938
2019-03-20,5.128701905109529,9.908208857051019,8.341736146431815,8.827116934637644,9.28040860151818,17.77743199837761,19.43659222880961,19.556365140250215,16.502148259363643,252.978271484375
2019-03-21,8.54034923488576,9.044236271499411,8.957559828984614,9.263362490175671,9.578878059064518,17.213550286581167,19.19995409377881,19.62122500133582,16.55166998731485,255.8356170654297
2019-03-22,17.92864693024269,14.631196543624883,11.416895911175407,10.607849671446012,10.970151063861262,16.747292600650734,19.47473342129958,19.814043160157134,16.707830584262815,250.91172790527344
2019-03-25,17.41478668729597,12.950515486173423,11.414600097573857,10.624112051048902,10.839741484514958,13.526574786064971,19.403178351486872,19.814179059723717,16.682119859209287,250.7230682373047
2019-03-26,18.77553657102045,13.322885078416856,11.696536294081707,10.774334730786988,10.694125727549304,13.522791579963716,19.172977787245348,19.838099459757306,16.675591522811654,252.59202575683594
2019-03-27,19.00098505852888,13.264501552481068,11.873508384906996,10.376290386163493,10.810347916710457,13.590089736049874,19.19310269613711,19.851687032327405,16.655433212543176,251.27117919921875
2019-03-28,16.44289495420749,13.402653844340188,11.90476814456402,10.388454028627212,10.193118971248296,13.524568606150284,19.160566251700516,19.85977947439942,16.656003069852833,252.22354125976562
2019-03-29,8.356235243669374,13.551414849912552,11.90867771318213,10.46291174424669,10.09457318773244,13.550850491837672,19.112988213607462,19.849904886917493,16.647773366786247,253.8140411376953
2019-04-01,10.063131679891416,14.675609193408928,12.433952118792785,10.544288387491935,10.435586401839645,12.565358725282797,19.20350088392978,19.907521306967894,16.67186631059472,256.82403564453125
2019-04-02,10.135928264511588,14.671386395504992,12.39701491468983,10.544686830212308,10.34221068896687,10.812036705950725,18.971774109451705,19.907592993490496,16.671771670353444,256.9498291015625
2019-04-03,7.1920719187849524,14.473841238194746,12.07338255428308,10.542235853648004,10.317182901966827,10.746983646225306,18.686804625628444,19.907384570304213,16.671918960542982,257.35418701171875
2019-04-04,7.336842170549675,13.495928535966833,11.453078473567254,10.456482755015461,10.299652785630014,10.639110696332683,18.684574252159447,19.36023262757949,16.668299841875573,258.0370178222656
2019-04-05,7.191485015226003,7.532206269717323,11.360527048385332,10.408646087802913,9.937370246151277,10.640974323678144,18.64861506355876,19.090164781743276,16.675684125793598,259.28582763671875
2019-04-08,2.80209880099604,7.34007093203818,10.489717008911928,10.409662860478711,9.93970482021989,10.638726019081309,18.47647898376487,18.991834516425182,16.668791525380886,259.4836120605469
2019-04-09,5.905597724772547,8.0959431060687,10.769661179505535,10.55957915678476,10.085694193370589,10.732192151856033,18.500722719440045,18.98859352485663,16.680327470421968,258.1537780761719
2019-04-10,6.167842219753307,6.960553408733936,10.631579184084403,10.569625255527987,9.676264054557864,10.608383209226504,18.12497887984431,18.7363246431399,16.68339801474936,259.0343322753906
2019-04-11,6.115971345228361,7.1377104056393845,10.622854678846053,10.539191058368996,9.673022268935545,10.431877728342227,18.119134741628702,18.736547959210146,16.673998723544955,258.96240234375
2019-04-12,7.019143678175892,7.20708587371115,10.721027188672485,10.561573476833255,9.724430569044335,10.480985631218356,18.12509573109307,18.63301290569404,16.66304276931266,260.7145080566406
2019-04-15,7.134148945469393,5.214046013639093,10.719909246683416,10.475241803294548,9.433128491844585,10.424680871044481,18.002624891552852,18.633159475894068,16.660497279643202,260.54388427734375
2019-04-16,4.9406213486762915,5.206241052265144,10.715293236164511,10.445234138759325,9.433365263038459,10.142824567186533,17.115007898956875,18.618565854809013,16.63947020910606,260.7145080566406
2019-04-17,5.580311039678885,5.560805986987955,10.686511699148975,10.269984440622396,9.475183138938759,9.685934375267822,17.11952369357876,18.605385741136978,16.629718695752015,260.0766906738281
2019-04-18,5.532559491078963,5.51628492960551,10.034812025547492,9.826331899799392,9.400951123915886,9.685753213791868,16.62359685513182,18.049068083720915,16.621858574969874,260.5887756347656
2019-04-22,2.683719064399858,5.08343791572969,6.631111483789659,9.761446473273889,9.313975579379226,9.684293027246746,16.62332430178375,17.876294077117656,16.620320828008627,260.8133850097656
2019-04-23,6.723967304883526,6.610076421511464,6.997361800067605,9.268110121573686,9.522160745686035,9.700713460922843,16.673139192090083,17.713167410944084,16.640994300165634,263.15863037109375
2019-04-24,7.366789682359341,5.9312034771329145,6.918668922303087,9.322672731518283,9.550119287559358,9.541483015513398,16.671515070487015,17.693844935939477,16.637077351200702,262.5745849609375
2019-04-25,6.856794426198129,5.9515105676643385,6.462654768552661,9.222891516912576,9.552365430014573,9.532637059543827,16.672321013257566,17.579547439208437,16.632603810962618,262.4127502441406
2019-04-26,7.158008026636111,6.098228489875254,6.498514083973955,9.248351643162554,9.555121950225724,9.095861686146309,16.344541371889104,17.529953748821512,16.636839953380015,263.63470458984375
2019-04-29,7.083610072489201,5.434306892741217,6.318818387303056,9.193543987045492,9.474203452681754,8.97277183790743,15.949529850965463,17.47150615125844,16.63731395410172,264.04815673828125
2019-04-30,4.098913634731414,5.349224305153841,5.1413538420382885,9.174480059457215,9.391377882830891,8.972636054317631,15.94374652863888,17.444375830729992,16.636153286480628,264.18280029296875
